LSOA11CD,Total_Airbnb_beds,Total_Airbnb_bedrooms,avg_Airbnb_PPB_day
E01002139,7,7,25.85714286
E01002140,15,10,27.5
E01002141,0,0,NA
E01002142,14,11,33.63636364
E01002143,0,0,NA
E01002144,14,15,31.73333333
E01002145,1,0,Inf
E01002146,8,8,44.625
E01002147,7,7,33.57142857
E01002148,3,3,35
E01002149,0,0,NA
E01002150,6,5,37
E01002151,0,0,NA
E01002152,1,1,50
E01002153,10,9,40
E01002154,7,6,62.5
E01002155,4,4,41
E01002156,3,3,28.66666667
E01002157,9,8,21.75
E01002158,2,1,45
E01002159,7,4,45.75
E01002160,8,8,61.25
E01002161,6,5,56.4
E01002162,1,1,28
E01002163,2,1,26
E01002164,8,5,49
E01002165,0,0,NA
E01002166,0,0,NA
E01002167,4,4,47.5
E01002168,0,0,NA
E01002169,1,1,22
E01002170,2,1,30
E01002171,0,0,NA
E01002172,3,2,45
E01002173,8,5,50
E01002174,0,0,NA
E01002175,6,6,33.33333333
E01002176,2,2,32.5
E01002177,0,0,NA
E01002178,3,2,32.5
E01002179,10,8,37.5
E01002180,17,11,50
E01002181,7,7,32.85714286
E01002182,23,17,60.47058824
E01002183,2,1,26
E01002184,1,1,43
E01002185,2,2,55
E01002186,1,1,90
E01002187,0,0,NA
E01002188,0,0,NA
E01002189,7,7,19.71428571
E01002190,1,1,60
E01002191,1,2,37.5
E01002192,1,1,38
E01002193,10,9,49.55555556
E01002194,1,1,80
E01002195,5,5,39.4
E01002196,1,1,45
E01002197,0,0,NA
E01002198,1,1,60
E01002199,0,0,NA
E01002200,4,3,51.66666667
E01002201,4,3,24
E01002202,1,1,21
E01002203,0,0,NA
E01002204,6,5,38
E01002206,4,2,58
E01002207,6,9,15.77777778
E01002208,3,2,65.5
E01002209,11,9,71.77777778
E01002210,9,9,46.33333333
E01002211,5,5,34
E01002212,8,8,36.375
E01002213,8,8,59.375
E01002214,0,0,NA
E01002215,0,0,NA
E01002216,2,1,35
E01002217,0,0,NA
E01002218,12,12,55.83333333
E01002219,5,4,40.5
E01002220,0,0,NA
E01002221,11,9,32.11111111
E01002222,0,0,NA
E01002223,7,7,34.42857143
E01002224,0,0,NA
E01002225,0,0,NA
E01002226,7,5,56.8
E01002227,0,0,NA
E01002228,10,10,42.7
E01002229,2,4,21.25
E01002230,3,3,36.66666667
E01002231,2,8,36.25
E01002232,5,2,94
E01002233,8,4,38.75
E01002234,0,0,NA
E01002235,2,2,26.5
E01002236,19,12,76.91666667
E01002237,5,4,25.75
E01002238,19,15,35.33333333
E01002239,1,1,45
E01002240,1,1,53
E01002241,2,1,25
E01002242,9,7,36.57142857
E01002243,16,10,68.9
E01002244,2,3,43
E01002245,12,8,52.25
E01002246,7,3,33.66666667
E01002247,8,9,31.66666667
E01002248,8,7,38
E01002249,29,18,55.88888889
E01002250,0,0,NA
E01002251,5,4,28.5
E01002252,0,0,NA
E01002253,4,4,56.25
E01002254,0,0,NA
E01002255,0,0,NA
E01002256,0,0,NA
E01002257,0,0,NA
E01002258,1,1,31
E01002259,4,2,60
E01002260,2,2,30
E01002261,4,6,17.5
E01002262,0,0,NA
E01002263,0,0,NA
E01002264,0,0,NA
E01002265,1,1,28
E01002266,0,0,NA
E01002267,0,0,NA
E01002268,0,0,NA
E01002269,1,1,250
E01002270,0,0,NA
E01002271,3,2,45
E01002272,0,0,NA
E01002273,0,0,NA
E01002274,0,0,NA
E01002275,0,0,NA
E01002276,6,5,68
E01002277,0,0,NA
E01002278,6,2,35
E01002279,1,1,40
E01002280,1,1,30
E01002281,3,3,45
E01002282,7,7,25.71428571
E01002283,1,1,78
E01002284,1,1,46
E01002285,0,0,NA
E01002286,0,0,NA
E01002287,7,5,31.8
E01002288,0,0,NA
E01002289,0,0,NA
E01002290,0,0,NA
E01002291,1,1,8
E01002292,0,0,NA
E01002293,7,4,39.75
E01002294,6,5,23.8
E01002295,0,0,NA
E01002296,3,3,34
E01002297,2,1,30
E01002298,0,0,NA
E01002299,19,6,35
E01002300,3,4,72.5
E01002301,0,0,NA
E01002302,4,3,40.33333333
E01002303,0,0,NA
E01002304,0,0,NA
E01002305,2,1,26
E01002306,0,0,NA
E01002307,1,1,52
E01002308,11,3,47.66666667
E01002309,1,0,Inf
E01002310,1,0,Inf
E01002311,3,3,25.66666667
E01002312,1,0,Inf
E01002313,2,2,29
E01002314,5,4,23.5
E01002315,1,1,22
E01002316,0,0,NA
E01002317,2,2,13
E01002318,0,0,NA
E01002319,1,1,45
E01002320,1,1,70
E01002321,3,3,51.66666667
E01002322,0,0,NA
E01002323,0,0,NA
E01002324,3,2,10
E01002325,1,1,190
E01002326,0,0,NA
E01002327,0,0,NA
E01002328,1,0,Inf
E01002329,1,1,30
E01002330,24,8,63
E01002331,1,1,17
E01002332,1,1,12
E01002333,7,5,36
E01002334,0,0,NA
E01002335,0,0,NA
E01002336,0,0,NA
E01002337,1,1,25
E01002338,0,0,NA
E01002339,2,1,39
E01002340,0,0,NA
E01002341,0,0,NA
E01002342,0,0,NA
E01002343,3,2,90
E01002344,1,1,299
E01002345,7,4,37.5
E01002346,0,0,NA
E01002347,0,0,NA
E01002348,0,0,NA
E01002349,0,0,NA
E01002350,3,2,57
E01002351,3,2,40
E01002352,3,2,40
E01002353,5,3,51.33333333
E01002354,2,2,32.5
E01002355,3,3,23.66666667
E01002356,37,32,57.40625
E01002358,3,2,47.5
E01002359,0,0,NA
E01002360,1,2,11
E01002361,0,0,NA
E01002362,3,3,50
E01002363,0,0,NA
E01002364,1,1,8
E01002365,3,1,65
E01002366,0,0,NA
E01002367,0,0,NA
E01002368,5,5,41.6
E01002369,2,2,27
E01002370,0,0,NA
E01002371,0,0,NA
E01002372,2,2,25
E01002373,1,1,150
E01002374,0,0,NA
E01002375,0,0,NA
E01002376,4,2,30
E01002377,2,1,90
E01002378,3,3,30
E01002379,1,1,50
E01002380,3,2,59.5
E01002381,0,0,NA
E01002382,2,2,32.5
E01002383,1,1,65
E01002384,1,1,35
E01002385,0,0,NA
E01002386,0,0,NA
E01002387,0,0,NA
E01002388,0,0,NA
E01002389,0,0,NA
E01002390,0,0,NA
E01002391,8,3,76
E01002392,0,0,NA
E01002393,5,5,32
E01002394,3,2,32.5
E01002395,3,1,137
E01002396,0,0,NA
E01002397,4,3,34
E01002398,5,5,40.6
E01002399,2,2,30
E01002400,6,7,24.28571429
E01002401,9,7,40.28571429
E01002402,1,1,27
E01002403,5,2,71
E01002404,2,3,28
E01002405,3,3,40
E01002406,12,8,67.625
E01002407,15,13,53.30769231
E01002408,7,11,36.81818182
E01002409,6,5,34.8
E01002410,6,5,63
E01002411,6,5,35
E01002412,6,3,44.66666667
E01002413,11,11,47.81818182
E01002414,10,9,35.44444444
E01002415,1,1,25
E01002416,1,1,30
E01002417,11,8,52.5
E01002418,1,1,42
E01002419,2,2,26
E01002420,3,2,60
E01002421,1,1,40
E01002422,1,1,40
E01002423,0,0,NA
E01002424,0,0,NA
E01002425,1,1,25
E01002426,2,2,37
E01002427,1,1,35
E01002428,5,5,31
E01002429,3,3,27.33333333
E01002430,1,1,27
E01002431,3,3,43.33333333
E01002432,0,0,NA
E01002433,5,5,33.4
E01002434,1,1,100
E01002435,3,3,61
E01002436,2,2,40
E01002437,6,5,44.2
E01002438,5,5,51.8
E01002439,1,1,75
E01002440,1,1,25
E01002441,1,4,62.5
E01002442,0,0,NA
E01002443,26,14,58.42857143
E01002444,11,7,115.5714286
E01002445,5,4,46.5
E01002446,6,4,63.5
E01002447,82,53,78.86792453
E01002448,5,5,30.8
E01002449,80,78,35.5
E01002450,0,0,NA
E01002451,2,5,30.6
E01002452,1,1,44
E01002453,3,2,59.5
E01002454,0,0,NA
E01002455,2,2,39.5
E01002456,0,0,NA
E01002457,13,7,33.42857143
E01002458,2,1,79
E01002459,0,0,NA
E01002460,7,5,53
E01002461,2,2,41.5
E01002462,2,2,75
E01002463,2,2,75
E01002464,0,0,NA
E01002465,0,0,NA
E01002466,1,1,50
E01002467,7,6,59.66666667
E01002468,1,0,Inf
E01002469,5,3,44
E01002470,11,5,43.6
E01002471,0,0,NA
E01002472,12,12,38.41666667
E01002473,5,4,72.5
E01002474,5,3,46
E01002475,2,2,54.5
E01002476,0,1,26
E01002477,0,0,NA
E01002478,0,0,NA
E01002479,0,0,NA
E01002480,1,1,84
E01002481,0,0,NA
E01002482,1,1,100
E01002483,6,4,57.5
E01002484,0,0,NA
E01002485,1,1,40
E01002486,0,0,NA
E01002487,1,1,35
E01002488,12,10,17.5
E01002489,5,3,51.33333333
E01002490,6,5,38.6
E01002491,7,6,38.33333333
E01002492,6,6,33.33333333
E01002493,2,2,75.5
E01002494,5,5,27.4
E01002495,4,5,21.2
E01002496,2,3,20.66666667
E01002497,21,15,44.33333333
E01002498,2,2,252.5
E01002499,3,3,56.66666667
E01002501,3,2,40
E01002502,1,1,30
E01002503,3,3,25.33333333
E01002504,6,3,46.33333333
E01002505,1,1,40
E01002506,2,2,56.5
E01002507,1,1,38
E01002508,7,4,64.5
E01002509,4,1,30
E01002511,0,0,NA
E01002512,8,7,45.71428571
E01002513,2,2,44.5
E01002514,5,5,71.8
E01002515,3,3,50
E01002516,11,5,50.8
E01002518,1,1,50
E01002519,3,3,44.33333333
E01002520,4,4,31
E01002521,5,4,34.75
E01002523,1,1,58
E01002525,19,14,53.21428571
E01002526,10,11,38.09090909
E01002527,3,3,49.33333333
E01002528,0,0,NA
E01002529,15,9,71.22222222
E01002530,1,1,18
E01002531,15,9,36.88888889
E01002532,35,34,43.23529412
E01002533,0,0,NA
E01002534,0,0,NA
E01002535,0,0,NA
E01002536,2,2,30
E01002537,3,2,52.5
E01002538,5,3,40
E01002539,0,0,NA
E01002540,1,1,30
E01002541,5,5,44.4
E01002542,2,2,22.5
E01002543,3,2,26.5
E01002544,4,4,38.25
E01002545,0,0,NA
E01002546,0,0,NA
E01002547,0,1,45
E01002548,5,3,56.66666667
E01002549,2,2,25
E01002550,3,3,32
E01002551,4,4,35.25
E01002552,17,14,39.64285714
E01002553,13,10,55
E01002554,19,20,35.3
E01002555,18,12,28.25
E01002556,1,1,25
E01002557,4,4,21.75
E01002558,3,3,20.33333333
E01002559,13,7,63.57142857
E01002560,1,1,25
E01002561,1,1,55
E01002562,10,8,59.25
E01002563,19,17,70.76470588
E01002564,34,30,70.36666667
E01002565,45,35,57.8
E01002566,61,48,75.97916667
E01002567,24,20,57.55
E01002568,13,14,58.42857143
E01002569,31,27,72.11111111
E01002570,28,24,73.41666667
E01002571,8,8,81.125
E01002572,16,13,35.46153846
E01002573,57,55,71.58181818
E01002574,75,61,74.54098361
E01002575,27,27,64.66666667
E01002576,24,21,57.33333333
E01002577,39,31,70.19354839
E01002578,22,18,52.22222222
E01002579,19,16,74.9375
E01002580,24,22,55.18181818
E01002581,21,20,61.8
E01002582,35,37,63.86486486
E01002583,12,7,72.28571429
E01002584,6,4,60.25
E01002585,9,8,34
E01002586,3,2,45.5
E01002587,2,2,25
E01002588,2,5,17.8
E01002589,10,7,36.57142857
E01002590,5,5,11.6
E01002591,0,0,NA
E01002592,5,5,25.4
E01002593,6,5,29.8
E01002594,0,0,NA
E01002595,0,0,NA
E01002596,3,3,11.66666667
E01002598,6,6,36.16666667
E01002599,1,1,35
E01002600,0,0,NA
E01002601,5,5,11
E01002602,0,0,NA
E01002603,2,2,47
E01002604,7,7,43
E01002605,1,1,40
E01002606,0,0,NA
E01002607,5,4,34.75
E01002608,0,0,NA
E01002609,0,0,NA
E01002610,1,1,21
E01002611,4,4,39
E01002612,24,19,49.21052632
E01002613,3,3,73
E01002614,7,7,32.42857143
E01002615,2,2,24
E01002616,3,6,13.16666667
E01002617,6,5,72.2
E01002618,1,2,41
E01002619,10,4,44.75
E01002620,6,5,29.8
E01002621,2,2,26.5
E01002622,36,11,70.81818182
E01002623,6,5,46.4
E01002624,11,5,55.4
E01002625,0,0,NA
E01002626,2,2,36.5
E01002627,2,2,35
E01002628,0,0,NA
E01002629,8,8,55.5
E01002630,5,5,32.2
E01002631,1,1,22
E01002632,2,1,80
E01002633,1,1,36
E01002634,3,2,35
E01002635,14,13,55.38461538
E01002636,9,6,13.83333333
E01002637,0,0,NA
E01002638,0,0,NA
E01002639,4,4,33
E01002640,1,1,55
E01002641,3,3,40
E01002642,2,4,27.5
E01002643,24,19,61.89473684
E01002645,3,3,50
E01002646,0,0,NA
E01002647,4,4,58.75
E01002648,7,5,65.6
E01002649,21,13,120.3846154
E01002650,10,5,53.6
E01002651,9,4,75.25
E01002652,6,5,42.2
E01002653,3,3,50
E01002654,6,5,92.8
E01002655,3,2,25
E01002656,11,10,89.5
E01002657,24,17,45.58823529
E01002658,7,6,59.16666667
E01002659,9,6,73.33333333
E01002660,1,1,21
E01002661,1,1,25
E01002662,17,6,65.33333333
E01002663,3,3,35.66666667
E01002664,16,14,42.78571429
E01002665,2,2,30
E01002666,1,1,40
E01002667,12,10,95
E01002668,14,14,45.35714286
E01002669,2,2,80
E01002670,43,38,56.68421053
E01002671,31,26,57.73076923
E01002672,6,6,58.5
E01002673,0,0,NA
E01002674,9,7,46.57142857
E01002675,10,11,49
E01002676,2,2,27
E01002677,12,11,46.45454545
E01002678,15,11,47.63636364
E01002679,0,0,NA
E01002680,18,15,59.06666667
E01002681,9,6,98.5
E01002682,10,10,47.6
E01002683,13,13,59.15384615
E01002684,11,12,80.25
E01002686,3,3,44
E01002687,28,27,62.37037037
E01002689,30,24,70.16666667
E01002690,16,13,83.23076923
E01002691,19,19,55.94736842
E01002692,75,66,63
E01002693,63,47,68.19148936
E01002694,29,23,89
E01002695,82,61,97.36065574
E01002696,49,39,84.69230769
E01002697,119,93,98.64516129
E01002698,39,34,84.73529412
E01002699,34,31,101.3225806
E01002700,69,51,97.01960784
E01002701,58,48,89.54166667
E01002702,128,98,88.52040816
E01002703,144,105,97.44761905
E01002704,112,89,123.3258427
E01002706,100,92,98.35869565
E01002707,51,44,82.13636364
E01002708,154,132,75.40909091
E01002709,62,47,75.06382979
E01002710,114,87,76.31034483
E01002711,210,155,75.19354839
E01002712,97,87,79.48275862
E01002713,44,44,57.22727273
E01002714,46,37,92.62162162
E01002715,75,53,72.98113208
E01002716,83,63,75.61904762
E01002717,74,59,72.52542373
E01002718,72,61,71.50819672
E01002719,42,37,70.48648649
E01002720,54,42,81.35714286
E01002721,77,74,74.81081081
E01002722,46,34,80
E01002723,96,73,87.97260274
E01002724,252,183,117.4972678
E01002725,27,23,78.13043478
E01002726,145,102,114.9607843
E01002727,68,63,82.33333333
E01002728,76,60,94.86666667
E01002729,69,57,102
E01002730,31,26,57.76923077
E01002731,95,71,62.45070423
E01002732,33,31,57.90322581
E01002733,53,41,57.17073171
E01002734,46,35,68.97142857
E01002735,45,33,67.54545455
E01002736,30,24,67.79166667
E01002737,24,21,52.19047619
E01002738,78,67,65.68656716
E01002739,65,61,63.37704918
E01002740,94,82,82.90243902
E01002741,37,29,47.86206897
E01002742,54,48,88.20833333
E01002743,47,36,68.69444444
E01002744,46,43,75.23255814
E01002745,41,32,65.96875
E01002747,80,70,66.2
E01002748,44,36,67.97222222
E01002749,28,26,61.57692308
E01002751,16,10,69.9
E01002752,43,35,64.17142857
E01002753,31,30,43.26666667
E01002754,58,46,59.39130435
E01002755,11,11,41.36363636
E01002756,23,20,48.6
E01002757,30,27,47.96296296
E01002758,15,15,44.26666667
E01002759,20,21,36
E01002760,25,19,56.21052632
E01002762,85,77,53.97402597
E01002763,22,19,57.05263158
E01002764,67,61,55.47540984
E01002765,89,66,69.46969697
E01002766,37,29,67.4137931
E01002767,87,67,63.88059701
E01002768,72,59,64.69491525
E01002769,49,46,62.95652174
E01002770,81,51,75.05882353
E01002771,40,31,74.06451613
E01002772,47,41,62
E01002773,35,27,65.03703704
E01002774,55,52,75.86538462
E01002775,38,38,58.57894737
E01002776,62,53,60.54716981
E01002777,60,49,62.40816327
E01002778,68,61,70.73770492
E01002779,80,74,65.72972973
E01002780,65,58,62.13793103
E01002781,66,61,66.6557377
E01002782,49,44,62.09090909
E01002783,33,22,85.22727273
E01002784,35,32,51.59375
E01002785,67,55,62.27272727
E01002786,43,38,48.07894737
E01002787,35,30,56.2
E01002788,45,42,56
E01002789,59,51,52.68627451
E01002790,64,50,84.88
E01002791,45,41,88.02439024
E01002792,108,89,77.61797753
E01002793,75,56,81.75
E01002794,118,104,92.97115385
E01002795,118,98,78.10204082
E01002796,47,36,72.19444444
E01002797,43,35,85.71428571
E01002798,104,95,88.87368421
E01002799,38,31,64.38709677
E01002800,47,43,83.53488372
E01002801,98,80,102.325
E01002802,143,110,88.55454545
E01002803,194,173,88.57803468
E01002804,45,40,53.075
E01002805,52,44,48.81818182
E01002806,37,30,51.76666667
E01002807,31,25,49
E01002808,68,57,52.29824561
E01002809,26,24,50
E01002810,46,39,57.84615385
E01002811,33,27,57.7037037
E01002812,216,145,153.1931034
E01002813,129,102,134.6960784
E01002814,90,71,99.07042254
E01002815,149,101,131.0693069
E01002816,56,39,131.974359
E01002817,112,97,100.7731959
E01002818,155,129,167.4341085
E01002819,252,204,159.3137255
E01002820,189,129,140.1782946
E01002821,196,145,115.062069
E01002822,61,51,114.2745098
E01002823,101,79,120.4556962
E01002824,66,56,95.23214286
E01002825,104,85,109.3411765
E01002826,99,73,137.4109589
E01002827,122,94,145.893617
E01002828,80,66,98.13636364
E01002829,60,54,113
E01002830,109,88,98.06818182
E01002831,157,129,95.5503876
E01002832,82,73,100.1232877
E01002833,102,88,105.7727273
E01002834,111,77,140.6363636
E01002835,249,186,144.672043
E01002836,120,85,120.7882353
E01002837,92,60,152.0666667
E01002838,87,66,128.1060606
E01002839,205,121,184.231405
E01002840,25,16,139.8125
E01002841,58,51,110.1372549
E01002842,4,3,58
E01002843,66,57,83.73684211
E01002844,50,43,119.4651163
E01002845,33,26,102.2692308
E01002846,155,118,93.61864407
E01002847,143,108,90.08333333
E01002848,112,105,72.71428571
E01002849,131,101,97.30693069
E01002850,249,152,148.4802632
E01002851,170,116,119.2844828
E01002852,58,47,85.19148936
E01002853,95,76,108.8684211
E01002854,49,34,70.94117647
E01002855,84,74,92.7972973
E01002856,69,61,121.6065574
E01002857,40,33,71.15151515
E01002858,243,119,200.8487395
E01002859,37,33,177.9393939
E01002860,159,114,171.4736842
E01002861,92,69,145.8405797
E01002862,119,67,172.5373134
E01002863,124,95,133.5157895
E01002864,68,51,139.7254902
E01002865,117,95,104.0842105
E01002866,152,113,100.3539823
E01002867,148,110,96.56363636
E01002868,41,31,97.90322581
E01002869,65,53,100.4716981
E01002870,35,29,77.82758621
E01002871,43,31,117.516129
E01002872,58,49,102.4897959
E01002873,67,52,111.5384615
E01002874,40,33,108.6060606
E01002875,42,39,87.17948718
E01002876,81,72,81
E01002877,65,52,74.44230769
E01002878,115,96,84.03125
E01002879,98,77,92.55844156
E01002880,18,17,87.64705882
E01002881,27,21,59.33333333
E01002882,69,53,108.3018868
E01002883,134,108,106.5092593
E01002884,158,109,104.4587156
E01002885,125,87,129.3448276
E01002886,136,119,130.8151261
E01002887,119,100,138.32
E01002888,192,136,132.1470588
E01002889,132,88,148.6931818
E01002890,133,119,119.2857143
E01002891,108,95,154.4210526
E01002892,93,74,152.2027027
E01002893,172,142,93.46478873
E01002894,132,111,96.45045045
E01002895,104,94,108.2553191
E01002896,109,96,103.9166667
E01002897,165,130,90.29230769
E01002898,55,42,130.452381
E01002899,32,28,97.5
E01002900,40,26,142.8461538
E01002901,51,41,127.9512195
E01002902,56,48,154.2708333
E01002903,56,51,94.37254902
E01002904,11,9,75.44444444
E01002905,158,133,92.08270677
E01002906,63,47,98.10638298
E01002907,12,9,97.55555556
E01002908,46,38,73.55263158
E01002909,117,102,87.00980392
E01002910,60,46,174.2608696
E01002911,89,69,98.15942029
E01002912,65,57,100.2105263
E01002913,104,91,83.51648352
E01002914,93,71,136.2535211
E01002915,1,1,26
E01002916,1,1,33
E01002917,3,3,38
E01002918,1,1,25
E01002919,3,3,30.33333333
E01002920,5,5,52
E01002921,4,3,59
E01002922,4,2,57.5
E01002923,7,7,37.14285714
E01002924,0,0,NA
E01002925,6,6,33
E01002926,2,3,49.66666667
E01002927,5,4,32
E01002928,3,2,53.5
E01002929,13,8,57.5
E01002930,30,21,35.0952381
E01002931,4,3,43.66666667
E01002932,5,5,39.2
E01002933,30,20,44.25
E01002934,26,19,52.21052632
E01002935,13,11,56.54545455
E01002937,28,22,58.31818182
E01002938,28,19,55.42105263
E01002939,1,0,Inf
E01002940,3,3,56.66666667
E01002941,3,3,44
E01002942,2,2,34
E01002943,1,1,40
E01002944,0,0,NA
E01002945,0,0,NA
E01002946,0,0,NA
E01002947,3,1,32
E01002948,1,1,29
E01002949,3,3,35
E01002950,1,1,30
E01002951,3,3,62
E01002952,12,11,94
E01002953,21,18,66.33333333
E01002954,3,3,73
E01002955,5,8,29.875
E01002956,11,9,92
E01002957,6,6,35.16666667
E01002958,3,3,58.66666667
E01002959,2,1,35
E01002960,17,12,36.16666667
E01002961,9,8,64
E01002962,1,1,20
E01002963,4,4,42.5
E01002964,31,26,49.84615385
E01002965,10,9,56.55555556
E01002966,12,13,51.30769231
E01002967,13,5,125.6
E01002968,34,34,46.11764706
E01002969,4,3,33
E01002970,8,3,62
E01002971,17,15,47.93333333
E01002972,21,21,51.33333333
E01002973,4,4,34.5
E01002974,18,17,48.47058824
E01002975,1,1,85
E01002976,0,0,NA
E01002977,2,2,35.5
E01002978,0,0,NA
E01002979,1,1,45
E01002980,3,3,25
E01002981,11,8,46.75
E01002982,11,9,58.11111111
E01002983,21,10,48.7
E01002984,5,4,40.75
E01002985,1,1,110
E01002986,3,3,33.33333333
E01002987,22,17,46.70588235
E01002988,9,6,55.33333333
E01002989,10,10,58.4
E01002990,12,7,94
E01002991,13,12,58.75
E01002992,6,6,50.83333333
E01002993,9,6,55
E01002994,6,6,44.83333333
E01002995,3,2,60
E01002996,1,1,50
E01002997,1,1,90
E01002998,2,2,42.5
E01002999,7,8,35.75
E01003000,0,0,NA
E01003001,1,1,40
E01003002,4,5,36.2
E01003003,0,0,NA
E01003004,0,0,NA
E01003005,0,0,NA
E01003006,30,24,45.83333333
E01003007,13,10,40.4
E01003008,7,11,33.09090909
E01003009,11,12,54.08333333
E01003010,13,9,52.33333333
E01003011,10,9,38.77777778
E01003013,182,125,93.776
E01003014,146,93,80.90322581
E01003015,154,73,81.7260274
E01003016,65,55,107.8
E01003017,96,80,80.4375
E01003018,48,43,51.46511628
E01003019,112,103,55.82524272
E01003020,59,53,51.83018868
E01003021,33,33,44.36363636
E01003022,29,29,58.72413793
E01003023,75,64,47.375
E01003024,38,38,65.13157895
E01003025,54,49,51.85714286
E01003026,78,68,76.11764706
E01003027,31,29,58
E01003028,28,21,57.04761905
E01003029,27,27,64.92592593
E01003030,30,28,58.17857143
E01003031,10,10,41.7
E01003032,38,35,68
E01003033,26,23,84.95652174
E01003034,84,82,58.73170732
E01003035,55,53,61.32075472
E01003036,59,53,59.20754717
E01003037,42,42,68.73809524
E01003038,71,59,51.42372881
E01003039,57,50,67.68
E01003040,38,35,76.05714286
E01003041,44,42,57.33333333
E01003042,35,27,76.18518519
E01003043,59,53,47.43396226
E01003044,17,11,42.45454545
E01003045,22,20,39.35
E01003046,35,33,52.3030303
E01003047,94,82,66.07317073
E01003048,32,26,65.07692308
E01003049,48,37,58.56756757
E01003050,62,53,69.9245283
E01003051,30,22,55.77272727
E01003052,25,19,62.05263158
E01003053,44,40,58.425
E01003054,49,42,63.21428571
E01003055,88,65,69.69230769
E01003056,44,39,59.79487179
E01003057,42,38,67.42105263
E01003058,50,37,64.94594595
E01003059,20,19,56.68421053
E01003060,21,18,58.77777778
E01003061,27,23,71.34782609
E01003062,20,16,40.3125
E01003063,18,15,43
E01003064,23,20,69.15
E01003065,36,27,45.96296296
E01003066,25,22,49.13636364
E01003067,13,10,50.5
E01003068,29,24,42.66666667
E01003069,21,15,44.46666667
E01003070,32,26,45.73076923
E01003071,67,61,53.04918033
E01003072,15,13,52.92307692
E01003073,25,25,51.6
E01003074,121,101,51.4950495
E01003075,42,30,46.06666667
E01003076,41,37,43.10810811
E01003077,39,32,52.09375
E01003078,26,25,52.52
E01003079,36,31,40.74193548
E01003080,22,20,33.75
E01003081,14,12,55.75
E01003082,13,11,43.09090909
E01003083,17,17,31.47058824
E01003084,24,23,41.17391304
E01003085,18,13,38.30769231
E01003086,4,3,64.66666667
E01003087,6,6,21.66666667
E01003088,49,44,60.59090909
E01003089,33,29,49.55172414
E01003090,87,72,62.80555556
E01003091,45,41,62.58536585
E01003092,41,35,61.54285714
E01003093,33,32,47.15625
E01003094,32,27,53.77777778
E01003095,62,54,58.38888889
E01003096,56,50,55.38
E01003097,52,44,63.90909091
E01003098,39,37,66
E01003099,87,78,54.88461538
E01003100,41,38,61.13157895
E01003101,27,26,74.46153846
E01003102,98,99,65.98989899
E01003104,52,48,73.39583333
E01003105,77,54,88.57407407
E01003106,81,66,66.92424242
E01003107,49,43,70.27906977
E01003108,40,35,72.11428571
E01003109,164,135,73.05185185
E01003110,68,55,72.30909091
E01003111,47,41,67
E01003112,90,69,69.73913043
E01003113,30,26,57.57692308
E01003114,40,33,37.24242424
E01003115,20,16,45.9375
E01003116,37,32,45.5625
E01003117,53,48,56.29166667
E01003118,29,22,46.59090909
E01003119,34,27,47.03703704
E01003120,30,25,55.12
E01003121,25,16,64.75
E01003122,46,44,71.22727273
E01003123,33,32,53.625
E01003124,68,56,54.625
E01003125,50,41,68.2195122
E01003126,48,42,54.0952381
E01003127,49,38,73.71052632
E01003128,42,35,59.6
E01003129,31,27,72.25925926
E01003130,23,18,40.11111111
E01003131,44,38,54.28947368
E01003132,34,29,46.48275862
E01003133,44,42,66.71428571
E01003134,19,17,45.23529412
E01003135,13,13,52.69230769
E01003136,31,28,54.67857143
E01003137,3,4,23
E01003138,33,33,52.78787879
E01003139,27,23,39.73913043
E01003140,4,4,27.75
E01003141,13,9,52.77777778
E01003142,5,4,43
E01003143,19,13,31.92307692
E01003144,30,24,60.25
E01003145,16,16,52.375
E01003146,15,10,66.2
E01003147,27,22,35
E01003148,13,13,41.84615385
E01003149,14,11,36.54545455
E01003150,32,20,52.5
E01003151,16,14,49.42857143
E01003152,30,25,52.16
E01003153,26,23,50
E01003154,14,12,46.5
E01003155,19,20,36
E01003156,19,17,60.52941176
E01003157,30,28,56.07142857
E01003158,19,17,44.41176471
E01003159,57,52,49.59615385
E01003160,12,13,47.15384615
E01003161,15,13,59.76923077
E01003162,19,18,52.94444444
E01003163,20,17,54.76470588
E01003164,33,28,58.14285714
E01003165,9,9,55.44444444
E01003166,45,35,51.6
E01003167,10,9,62.66666667
E01003168,14,14,36.92857143
E01003169,50,39,53.46153846
E01003170,44,36,47.97222222
E01003171,43,39,44.25641026
E01003172,21,20,43.05
E01003173,27,26,49.5
E01003174,36,26,43.38461538
E01003175,19,17,43.29411765
E01003176,50,45,58.91111111
E01003177,31,30,58.83333333
E01003178,36,32,50.5625
E01003179,21,21,60.47619048
E01003180,49,35,51.11428571
E01003181,18,14,77.71428571
E01003182,37,33,55.51515152
E01003183,24,21,69.04761905
E01003184,9,9,91.66666667
E01003185,47,39,47.74358974
E01003186,83,73,61.42465753
E01003187,44,39,71.28205128
E01003188,28,26,52.11538462
E01003189,12,9,36
E01003190,15,11,39
E01003191,5,5,26.2
E01003192,2,1,111
E01003193,14,12,53.5
E01003194,7,3,30
E01003195,9,9,36.55555556
E01003196,9,7,37.14285714
E01003197,5,3,31.66666667
E01003198,32,31,47.67741935
E01003199,27,24,32.125
E01003200,19,12,71.08333333
E01003201,27,23,32.69565217
E01003202,21,17,65.88235294
E01003203,28,20,62.8
