LSOA11CD,Total_Airbnb_beds,Total_Airbnb_bedrooms,avg_Airbnb_PPB_day
E01004268,25,19,89
E01004269,51,43,54.60465116
E01004270,83,75,42.92
E01004271,39,34,49.26470588
E01004272,42,37,55.32432432
E01004273,49,40,54.7
E01004274,29,26,58.57692308
E01004275,77,57,59.96491228
E01004276,29,22,52.04545455
E01004277,83,76,98.80263158
E01004280,46,40,65.825
E01004281,26,22,53.95454545
E01004283,53,40,58.25
E01004284,103,87,51.91954023
E01004285,81,66,56.87878788
E01004286,85,74,50.47297297
E01004287,27,30,44.5
E01004288,121,34,36.38235294
E01004289,108,43,76.97674419
E01004290,58,50,52.22
E01004291,29,28,79.92857143
E01004292,63,44,74.97727273
E01004293,161,135,81.0962963
E01004294,88,68,83.51470588
E01004295,58,47,60.08510638
E01004296,87,71,55.73239437
E01004297,21,19,71.78947368
E01004298,38,33,53.39393939
E01004300,15,12,59.66666667
E01004301,69,62,53.87096774
E01004302,56,47,41.61702128
E01004303,74,61,64.44262295
E01004304,155,117,64.20512821
E01004305,52,43,66.30232558
E01004306,271,210,71.33333333
E01004307,484,365,82.47945205
E01004308,86,70,44.61428571
E01004309,218,169,76.77514793
E01004310,223,167,91.34730539
E01004311,90,76,70.72368421
E01004312,90,75,58.94666667
E01004313,80,63,61.36507937
E01004314,69,58,62.89655172
E01004315,357,252,76.86904762
E01004316,211,138,88.35507246
E01004317,479,326,84.98159509
E01004318,79,58,65.27586207
E01004319,146,111,66.54054054
E01004321,222,106,116.1792453
E01004322,132,107,48.81308411
E01004323,107,77,58.28571429
E01004324,47,35,50.08571429
E01004325,283,206,77.9223301
E01004326,100,77,75.23376623
E01004327,27,18,51.61111111
E01004328,16,8,59.625
E01004329,15,13,49.84615385
E01004330,34,20,51.5
E01004331,9,9,56.66666667
E01004332,57,42,35.47619048
E01004333,12,11,46.90909091
E01004334,15,3,112
E01004335,2,2,96
E01004336,45,28,83.07142857
E01004337,11,12,55.41666667
E01004338,24,21,44.61904762
E01004339,26,22,46.36363636
E01004340,16,14,50.64285714
E01004341,16,14,36.28571429
E01004342,18,16,37.1875
E01004343,4,3,61.33333333
E01004344,5,5,33.8
E01004345,12,10,30.3
E01004346,8,8,32.25
E01004347,16,15,40.86666667
E01004348,21,18,37.72222222
E01004349,3,3,47.66666667
E01004350,15,13,41.53846154
E01004351,11,9,36.22222222
E01004352,4,4,119
E01004353,1,1,50
E01004354,8,8,49.875
E01004355,5,4,32
E01004356,1,1,72
E01004357,4,3,45
E01004358,10,7,68.42857143
E01004359,1,1,50
E01004360,0,0,NA
E01004361,1,1,50
E01004362,27,21,49.47619048
E01004363,5,3,45
E01004364,5,6,39.83333333
E01004365,17,12,46.33333333
E01004366,20,17,44.94117647
E01004367,5,3,254.6666667
E01004368,12,11,34.45454545
E01004369,23,17,38.94117647
E01004370,39,35,38.31428571
E01004371,12,12,22.58333333
E01004372,20,20,40.4
E01004373,25,19,52.73684211
E01004374,15,9,36.11111111
E01004375,48,45,40.53333333
E01004376,13,11,21.81818182
E01004377,1,1,26
E01004378,3,4,38.25
E01004379,3,2,57.5
E01004380,1,0,Inf
E01004381,5,5,34
E01004382,6,5,49.8
E01004383,1,1,14
E01004384,1,1,25
E01004385,1,1,50
E01004386,0,0,NA
E01004387,8,8,67
E01004388,8,4,61.25
E01004389,3,3,27.33333333
E01004390,1,1,23
E01004391,71,56,41.57142857
E01004392,19,15,70.86666667
E01004393,19,17,38.88235294
E01004394,10,9,45.66666667
E01004395,20,14,36.07142857
E01004396,26,23,45.52173913
E01004397,27,26,60.5
E01004398,7,6,34
E01004399,4,6,51
E01004400,9,7,37.28571429
E01004401,69,50,45.48
E01004402,3,3,38.33333333
E01004403,19,14,47.71428571
E01004404,16,15,36.26666667
E01004405,4,4,24
E01004406,26,25,53.6
E01004407,3,3,41.66666667
E01004408,21,19,31.78947368
E01004409,30,28,40.17857143
E01004410,17,16,45.6875
E01004411,7,5,62
E01004412,32,31,42.22580645
E01004413,0,0,NA
E01004414,1,1,25
E01004415,0,0,NA
E01004416,1,1,19
E01004417,1,0,Inf
E01004418,3,3,63.33333333
E01004419,4,4,66.25
E01004420,10,11,44.81818182
E01004421,12,11,58.09090909
E01004422,38,33,45.03030303
E01004423,11,12,43.91666667
E01004424,5,5,37.6
E01004425,32,26,44.11538462
E01004426,9,9,31.33333333
E01004427,10,10,41.1
E01004428,13,11,36.63636364
E01004429,35,32,38.9375
E01004430,78,52,53.61538462
E01004432,32,29,50.48275862
E01004434,15,11,39.09090909
E01004435,20,13,49.46153846
E01004436,21,13,53.07692308
E01004437,20,18,54.88888889
E01004438,41,34,53.73529412
E01004439,12,10,50
E01004440,42,28,54.14285714
E01004441,11,6,36.66666667
E01004442,21,17,40.76470588
E01004443,15,12,57
E01004444,8,7,43.71428571
E01004445,13,8,61.875
E01004446,20,18,42.22222222
E01004447,14,12,45.83333333
E01004448,20,22,54.54545455
E01004449,5,7,27.85714286
E01004450,2,3,43
E01004451,4,3,73
E01004452,4,4,47.25
E01004453,2,2,26.5
E01004454,7,7,39.14285714
E01004455,1,1,17
E01004456,0,0,NA
E01004457,32,29,43.06896552
E01004458,22,12,31.41666667
E01004459,18,16,47.875
E01004460,41,31,40.4516129
E01004461,46,36,45.41666667
E01004462,25,21,44.52380952
E01004463,20,19,43.05263158
E01004464,11,10,42.1
E01004465,12,10,39.2
E01004466,15,14,49.57142857
E01004467,10,8,45.125
E01004468,12,9,32.22222222
E01004469,2,2,33.5
E01004470,6,6,37.83333333
E01004471,4,4,56.25
E01004472,54,46,62.34782609
E01004473,25,23,57.26086957
E01004474,69,60,66.35
E01004475,22,20,68.9
E01004476,76,63,71.15873016
E01004477,56,47,66.9787234
E01004478,25,19,72.15789474
E01004479,21,19,65.21052632
E01004480,29,24,59.91666667
E01004481,23,18,45.94444444
E01004482,11,11,45.63636364
E01004483,18,15,42.93333333
E01004484,26,20,74.2
E01004485,41,34,73.14705882
E01004486,2,3,46.66666667
E01004487,17,12,84.66666667
E01004488,22,27,73.37037037
E01004489,21,18,77.66666667
E01004490,12,17,55.64705882
E01004491,13,10,58.6
E01004492,42,25,54.68
E01004493,27,22,62.54545455
E01004494,16,17,57.64705882
E01004495,35,31,59.74193548
E01004496,55,53,53.37735849
E01004497,30,22,55.36363636
E01004498,40,36,64.52777778
E01004499,69,57,73.1754386
E01004500,29,30,45.5
E01004501,15,21,42.42857143
E01004502,35,32,56.96875
E01004503,32,26,66.73076923
E01004504,36,27,63.96296296
E01004505,34,30,64.6
E01004506,55,45,75.57777778
E01004507,50,42,104.2857143
E01004508,73,64,64.40625
E01004509,99,86,62.48837209
E01004510,54,48,65.14583333
E01004511,56,47,64.59574468
E01004512,51,42,74.80952381
E01004513,54,47,53.85106383
E01004514,66,59,60.89830508
E01004515,66,61,68.47540984
E01004516,22,17,44.17647059
E01004517,28,25,37.36
E01004518,21,18,38.5
E01004519,26,23,56.95652174
E01004520,2,1,60
E01004521,22,21,38.85714286
E01004522,14,12,62.58333333
E01004523,26,14,62.14285714
E01004524,13,11,48.72727273
E01004525,33,29,73.68965517
E01004526,46,39,46.33333333
E01004527,28,25,48.24
E01004528,17,17,48.29411765
E01004529,12,12,52.41666667
E01004530,27,26,45.65384615
E01004531,13,13,52.84615385
E01004532,19,17,44.82352941
E01004533,20,16,55.5
E01004534,86,76,73.47368421
E01004535,11,9,42.66666667
E01004536,49,41,62.43902439
E01004537,26,22,49.40909091
E01004538,54,50,69.18
E01004539,22,19,48.73684211
E01004540,51,43,60.13953488
E01004541,62,54,51.77777778
E01004542,50,40,62
E01004543,56,55,55.12727273
E01004544,16,14,67.28571429
E01004545,41,34,77.26470588
E01004546,28,23,55.30434783
E01004547,7,6,58.16666667
E01004548,59,39,71.43589744
E01004549,34,33,53.60606061
E01004550,17,13,70.23076923
E01004551,128,105,72.59047619
E01004552,76,65,72.43076923
E01004553,70,66,64.62121212
E01004554,66,51,67.60784314
E01004555,35,31,75.48387097
E01004556,39,35,79.28571429
E01004557,38,33,77.48484848
E01004558,95,75,64.25333333
E01004559,26,23,63.17391304
E01004560,108,94,76.76595745
E01004562,163,122,89.59836066
E01004563,45,43,68.51162791
E01004564,66,57,74.56140351
E01004565,59,52,59.5
E01004566,84,75,60.69333333
E01004567,10,10,41.2
E01004568,15,14,42.21428571
E01004569,26,24,52.875
E01004570,7,7,30.57142857
E01004571,4,5,24.8
E01004572,22,19,75.78947368
E01004573,37,27,80.92592593
E01004574,7,6,49
E01004575,31,26,83.53846154
E01004576,13,13,59.15384615
E01004577,98,76,80.15789474
E01004579,108,92,66.16304348
E01004580,63,53,71.56603774
E01004581,65,57,70.73684211
E01004582,88,78,85.26923077
E01004583,97,83,68.60240964
E01004584,48,45,59.95555556
E01004585,80,76,57.98684211
E01004586,38,37,57.97297297
E01004587,49,43,65.06976744
E01004588,92,80,74.8125
E01004589,38,39,65.79487179
E01004590,46,45,60.64444444
E01004591,67,53,63.54716981
E01004592,62,54,57.7962963
E01004593,19,27,54.96296296
E01004594,67,61,67.72131148
E01004595,51,48,65.54166667
E01004596,75,65,61.21538462
E01004597,22,18,82.11111111
E01004598,47,46,70.95652174
E01004599,66,67,64.7761194
E01004600,34,32,64.34375
E01004601,51,46,60.97826087
E01004602,38,31,75.58064516
E01004604,30,30,64.7
E01004605,45,39,86.76923077
E01004606,26,25,70.88
E01004607,56,47,73.78723404
E01004608,28,26,82.96153846
E01004609,66,51,76.15686275
E01004610,23,23,57.86956522
E01004611,10,8,50.25
E01004612,16,14,49.78571429
E01004613,5,5,34.2
E01004614,13,10,46.8
E01004615,15,17,45.82352941
E01004616,38,29,67.06896552
E01004617,47,43,55.25581395
E01004618,15,18,46
E01004619,25,24,65.29166667
E01004620,50,46,56.84782609
E01004621,44,37,51.91891892
E01004622,8,7,76
E01004623,17,17,74.70588235
E01004624,22,27,51.66666667
E01004625,36,31,64.58064516
E01004626,71,64,72.875
E01004627,34,35,51.51428571
E01004628,36,35,47.6
E01004629,108,89,67.25842697
E01004630,16,14,67
E01004631,21,21,44.57142857
E01004632,52,41,65.09756098
E01004633,14,12,71.83333333
E01004634,20,16,111.5
E01004635,44,39,70.53846154
E01004636,42,36,75.86111111
E01004637,12,11,99.27272727
E01004638,24,21,88.23809524
E01004639,23,14,57.21428571
E01004640,11,10,56.5
E01004641,26,22,57.36363636
E01004642,9,9,55.44444444
E01004643,22,20,58.7
E01004644,29,28,51.85714286
E01004645,17,16,49.3125
E01004646,23,19,97.15789474
E01004647,62,48,80.0625
E01004648,85,69,87.2173913
E01004649,32,28,76.75
E01004650,80,66,97.96969697
E01004651,21,20,90.65
E01004652,62,41,113.6829268
E01004653,123,105,106.5047619
E01004654,245,190,112.9473684
E01004656,324,255,94.27058824
E01004657,98,66,133.2424242
E01004658,232,133,131.7368421
E01004659,224,182,104.5769231
E01004660,66,48,125.2083333
E01004661,349,259,123.9073359
E01004662,143,108,116.962963
E01004663,136,90,123.9555556
E01004665,56,39,54.12820513
E01004666,26,17,91.29411765
E01004667,75,56,106.0714286
E01004668,97,70,72.9
E01004669,55,40,90.675
E01004670,47,40,82.25
E01004674,103,80,67.8
E01004675,99,73,75.28767123
E01004676,101,76,83.39473684
E01004677,93,78,67.30769231
E01004678,70,60,65.86666667
E01004679,101,75,70.89333333
E01004680,141,97,125.371134
E01004681,308,235,108.0765957
E01004682,240,204,101.2843137
E01004683,93,71,86.05633803
E01004684,179,112,125.3839286
E01004686,214,150,121.98
E01004687,63,46,123.8695652
E01004688,96,67,150.0149254
E01004689,167,142,156.2464789
E01004690,96,72,159.2916667
E01004691,33,28,176.8214286
E01004692,93,69,135.9855072
E01004693,82,74,83.02702703
E01004694,136,99,137.8484848
E01004695,105,72,96.73611111
E01004696,161,119,99.78991597
E01004697,151,110,117.0727273
E01004698,233,135,120.8518519
E01004699,525,374,111.9090909
E01004700,227,166,133.8674699
E01004701,41,39,84.38461538
E01004702,123,88,78.10227273
E01004703,123,91,83.13186813
E01004705,76,63,73.12698413
E01004706,96,85,68.02352941
E01004707,86,75,86.98666667
E01004708,109,94,71.31914894
E01004709,33,27,85.59259259
E01004710,69,51,68
E01004711,81,67,73.74626866
E01004712,102,81,149.7283951
E01004713,99,86,127.9534884
E01004714,282,229,160.5152838
E01004715,235,189,118.0846561
E01004716,69,62,113.5483871
E01004717,101,84,154.5952381
E01004718,49,46,58.97826087
E01004719,34,28,78.10714286
E01004720,47,43,63
E01004721,31,25,63.64
E01004722,76,65,59.50769231
E01004723,54,44,77.59090909
E01004724,22,18,59
E01004725,105,80,78.4875
E01004726,38,30,72.36666667
E01004727,94,77,117.6753247
E01004728,47,39,89.30769231
E01004729,22,18,91.5
E01004730,7,6,94.5
E01004731,223,137,139.2262774
E01004732,44,34,96.70588235
E01004733,45,37,75.18918919
E01004734,439,342,132.8830409
E01004735,298,262,134.648855
E01004736,297,222,152.7972973
E01004737,8,7,141.4285714
E01004738,29,25,93.76
E01004739,16,12,117
E01004740,80,63,72.44444444
E01004741,46,29,110.5172414
E01004742,98,80,91.55
E01004743,46,32,102.46875
E01004744,72,55,114.3272727
E01004745,19,17,88.11764706
E01004746,40,29,97.31034483
E01004747,84,65,94.61538462
E01004748,105,87,128.4942529
E01004749,360,237,103.9409283
E01004750,299,230,111.6434783
E01004751,185,140,94.57142857
E01004752,92,76,85.19736842
E01004753,115,86,79.53488372
E01004754,36,26,73.88461538
E01004755,82,57,84.43859649
E01004756,28,22,87.40909091
E01004757,80,58,104.4482759
E01004760,124,101,94.89108911
E01004761,386,297,176.983165
E01004762,187,148,167.9662162
E01004763,633,406,152.9162562
E01004765,266,227,141.0044053
E01032512,59,49,106.2040816
E01032513,56,51,98.39215686
E01032562,13,11,41.72727273
E01032563,5,5,37
E01032564,1,1,17
E01032565,4,3,33.66666667
E01032566,2,2,47
E01032567,7,8,21.625
E01032568,2,1,40
E01032569,0,0,NA
E01032570,0,0,NA
E01032572,40,35,64.71428571
E01032573,32,30,88.36666667
E01032574,2,2,48.5
E01032575,5,3,105.3333333
E01032576,1,3,8.333333333
E01032577,1,1,40
E01032579,41,33,53.48484848
E01032580,0,0,NA
E01032581,4,2,61.5
E01032582,213,158,87.64556962
E01032583,111,90,89.93333333
E01032584,33,28,68.71428571
E01032623,1,1,90
E01032637,38,28,88.75
E01032638,26,20,80.6
E01032639,78,56,71.55357143
E01032640,40,35,95.65714286
E01032646,153,118,92.3559322
E01032719,57,35,72.97142857
E01032720,158,101,71.89108911
E01032722,120,93,64.3655914
E01032739,390,323,131.9164087
E01032740,166,135,145.4444444
E01032741,22,19,63.21052632
E01032742,6,6,43.83333333
E01032743,4,4,37
E01032744,1,1,25
E01032764,61,55,51.65454545
E01032765,29,23,71.60869565
E01032766,205,169,71.19526627
E01032767,204,152,101.4407895
E01032768,32,29,63.96551724
E01032769,40,37,74.91891892
E01032770,92,75,112.9733333
E01032771,143,128,97.5546875
E01032772,157,132,97.1969697
E01032773,62,50,96.4
E01032774,98,77,95.1038961
E01032775,25,19,93.31578947
E01032776,47,41,78.3902439
E01032777,76,53,86.18867925
E01032778,13,12,84.33333333
E01032779,0,0,NA
E01032780,152,127,83.5511811
E01032781,30,25,88.72
E01032782,25,21,106.2380952
E01032783,20,21,44.47619048
E01032784,39,36,50.44444444
E01032785,55,52,62.42307692
E01032786,30,29,56.06896552
E01032787,81,70,51.35714286
E01032788,22,20,78.5
E01032789,38,28,96.03571429
E01032790,7,6,128.3333333
E01032803,133,112,94.05357143
E01032805,66,46,65.43478261
E01032834,21,16,72.5
E01033000,2,2,26
E01033030,3,2,74.5
E01033081,8,8,71
E01033082,8,8,51.375
E01033083,3,1,92
E01033084,1,1,75
E01033085,22,17,69.05882353
E01033086,4,4,63.25
E01033093,85,72,66.97222222
E01033098,73,58,113.4482759
E01033099,44,37,79.75675676
E01033100,14,12,81.25
E01033101,76,65,74.41538462
E01033132,26,23,109.4347826
E01033133,29,22,78.77272727
E01033135,14,10,49.2
E01033146,0,0,NA
E01033148,1,1,27
E01033150,5,5,41.6
E01033151,2,2,25
E01033153,14,13,41.69230769
E01033207,117,104,68.98076923
E01033208,125,101,91.53465347
E01033320,18,14,49.07142857
E01033322,17,11,75.81818182
E01033324,25,17,62.76470588
E01033325,36,26,64.19230769
E01033327,48,39,44.02564103
E01033341,14,14,42.14285714
E01033424,32,27,81.81481481
E01033455,19,14,63.14285714
E01033456,24,19,67.73684211
E01033457,26,24,92.91666667
E01033463,4,3,41
E01033464,5,5,32.4
E01033485,45,26,63.88461538
E01033486,25,22,70.09090909
E01033487,17,11,77.72727273
E01033488,19,17,51.88235294
E01033489,86,74,109.1486486
E01033490,77,62,117.5645161
E01033491,115,90,80.81111111
E01033492,88,68,80.69117647
E01033493,13,12,66.41666667
E01033494,54,44,67.88636364
E01033568,16,10,78.1
E01033569,18,15,49.4
E01033570,26,21,72.23809524
E01033571,16,10,58
E01033572,20,14,75.35714286
E01033573,16,16,79.875
E01033574,55,46,86.45652174
E01033575,37,28,73.03571429
E01033576,110,93,87.10752688
E01033577,112,85,69.77647059
E01033578,121,99,67.85858586
E01033579,45,41,58.73170732
E01033580,18,17,95.29411765
E01033581,43,38,46.23684211
E01033582,15,11,62.90909091
E01033583,291,260,66.92307692
E01033584,33,25,71.44
E01033585,77,67,77.49253731
E01033586,33,30,57.56666667
E01033587,4,3,34
E01033588,2,2,47.5
E01033589,3,2,105
E01033590,4,4,51.75
E01033591,11,7,54.14285714
E01033592,5,3,92
E01033593,101,77,112.0519481
E01033594,369,268,109.1156716
E01033595,367,274,172.2846715
E01033596,316,182,200.9835165
E01033597,27,25,78.36
E01033598,32,22,90.09090909
E01033599,63,45,85
E01033600,29,27,79.66666667
E01033601,59,52,90.94230769
E01033602,64,46,95
E01033603,72,51,116.627451
E01033604,266,187,95.94117647
E01033605,141,89,95.66292135
E01033606,50,38,121.3157895
E01033607,89,65,97.38461538
E01033608,35,31,103.0967742
E01033698,22,22,51.90909091
E01033699,82,75,62.72
E01033700,83,72,68
E01033701,18,17,47.05882353
E01033702,49,35,59.88571429
E01033703,53,43,53.37209302
E01033704,227,188,71.32978723
E01033705,36,32,53.65625
E01033706,341,232,93.75
E01033707,69,60,61.85
E01033708,439,302,127.2715232
E01033709,159,130,74.13076923
E01033710,16,13,74.07692308
E01033711,106,88,81.10227273
E01033712,100,81,66.96296296
E01033713,114,97,54.26804124
E01033724,4,3,41
E01033725,6,8,63
E01033726,33,29,50.17241379
E01033727,41,40,55.875
E01033728,13,13,58.53846154
E01033729,2,1,85
E01033730,58,48,60.16666667
E01033731,57,46,59.2173913
E01033732,18,14,54.71428571
E01033733,82,62,55.72580645
E01033734,23,17,63.52941176
E01033735,17,15,58.13333333
E01033736,67,57,60.61403509
E01033737,45,36,62.75
E01033738,60,52,59.92307692
E01033739,28,22,52.09090909
E01033740,25,18,67.27777778
E01033741,5,3,20.66666667
E01033742,4,3,33.33333333
E01033743,27,22,52.81818182
E01033744,27,21,46.38095238
E01033745,3,3,34.66666667
E01033746,11,9,41.77777778
